//ItemIndex	ItemSubGroup	ItemSubIndex	szModelFolder	szModelName	szItemName	KindA	KindB	Type	TwoHands	DropLevel	Slot	SkillIndex	Width	Height	DamageMin	DamageMax	DefenseRate	Defense	MagicResistance	AttackSpeed	WalkSpeed	Durability	MagicDur	MagicPower	ReqStr	ReqDex	ReqEne	ReqVit	ReqCmd	ReqLvl	ItemValue	Money	SetAttr	DW	DK	FE	MG	DL	SU	RF	GL	RW	SL	GC	Resist[0]	Resist[1]	Resist[2]	Resist[3]	Resist[4]	Resist[5]	Resist[6]	Dump	Transaction	PersonalStore	Warehouse	SellNpc	Expensive	Repair	Overlap	PcFlag	MuunFlag	Unk_End[0]	Unk_End[1]	Unk_End[2]
1024	2	0	"Data\Item\"	"mace01.bmd"	"Mace"	1	5	1	0	7	0	0	1	3	7	13	0	0	0	15	0	21	0	0	100	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1025	2	1	"Data\Item\"	"mace02.bmd"	"Morning Star"	1	5	1	0	13	0	19	1	3	13	22	0	0	0	15	0	25	0	0	100	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1026	2	2	"Data\Item\"	"mace03.bmd"	"Flail"	1	5	1	0	22	0	0	1	3	22	32	0	0	0	15	0	32	0	0	80	50	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1027	2	3	"Data\Item\"	"mace04.bmd"	"Great Hammer"	1	5	1	1	38	0	19	2	3	45	56	0	0	0	15	0	50	0	0	150	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1028	2	4	"Data\Item\"	"mace05.bmd"	"Crystal Morning Star"	1	5	1	1	66	0	19	2	3	78	107	0	0	0	30	0	72	0	0	130	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1029	2	5	"Data\Item\"	"mace06.bmd"	"Crystal Sword"	1	1	1	1	72	0	23	2	4	89	120	0	0	0	40	0	76	0	0	130	70	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1030	2	6	"Data\Item\"	"mace07.bmd"	"Chaos Dragon Axe"	1	5	7	1	75	0	23	2	4	102	130	0	0	0	35	0	80	0	0	140	50	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1031	2	7	"Data\Item\"	"mace08.bmd"	"Elemental Mace"	1	5	1	0	90	0	0	1	3	62	80	0	0	0	50	0	50	0	0	15	42	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1032	2	8	"Data\Item\"	"mace09.bmd"	"Battle Scepter"	1	6	1	0	54	0	66	1	3	41	52	0	0	0	45	0	40	0	3	80	17	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1033	2	9	"Data\Item\"	"mace10.bmd"	"Master Scepter"	1	6	1	0	72	0	66	1	3	57	68	0	0	0	45	0	45	0	20	87	18	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1034	2	10	"Data\Item\"	"mace11.bmd"	"Great Scepter"	1	6	1	0	82	0	66	1	4	74	85	0	0	0	45	0	65	0	35	100	21	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1035	2	11	"Data\Item\"	"mace12.bmd"	"Lord Scepter"	1	6	1	0	98	0	66	1	4	91	102	0	0	0	40	0	72	0	52	105	23	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1036	2	12	"Data\Item\"	"mace13.bmd"	"Great Lord Scepter"	1	6	1	0	140	0	66	1	4	108	120	0	0	0	40	0	84	0	67	90	20	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1037	2	13	"Data\Item\"	"saint.bmd"	"Divine Scepter of Archangel"	1	6	6	0	150	0	66	1	4	200	223	0	0	0	45	0	90	0	138	75	16	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0
1038	2	14	"Data\Item\"	"HDK_Mace.bmd"	"Soleil Scepter"	1	6	3	0	146	0	66	1	4	130	153	0	0	0	40	0	95	0	84	80	15	0	0	0	380	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1039	2	15	"Data\Item\"	"CW_Mace.bmd"	"Shining Scepter"	1	6	1	0	110	0	66	1	4	99	111	0	0	0	40	0	78	0	60	108	22	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1040	2	16	"Data\Item\"	"Mace_17.bmd"	"Frost Mace"	1	5	2	0	121	0	0	1	3	106	146	0	0	0	50	0	80	0	0	27	19	0	0	0	380	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0
1041	2	17	"Data\Item\"	"Mace_18.bmd"	"Absolute Scepter"	1	6	2	0	135	0	66	1	4	114	132	0	0	0	40	0	90	0	72	119	24	0	0	0	380	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0
1042	2	18	"Data\Item\"	"gamble_safter01.bmd"	"Striker Scepter"	1	6	1	0	147	0	66	1	4	112	124	0	0	0	40	0	86	0	70	87	20	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1043	2	19	"Data\Item\"	"thunder_bolt.bmd"	"Thunderbolt"	1	6	2	0	149	0	66	1	4	127	154	0	0	0	40	0	78	0	76	111	22	0	0	0	400	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0
1044	2	20	"Data\Item\"	"hornofsteel.bmd"	"Horn of Steal"	1	5	2	1	149	0	19	2	4	177	206	0	0	0	25	0	120	0	0	182	50	0	0	0	400	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0
1046	2	22	"Data\Item\"	"booldangel_sapter.bmd"	"Bloodangel Scepter"	14	6	1	0	150	0	66	1	4	188	200	0	0	0	40	0	100	0	104	114	23	0	0	0	400	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1048	2	24	"Data\Item\"	"mace12.bmd"	"Lord's Scepter (Bound)"	1	6	5	0	98	0	66	1	4	113	119	0	0	0	40	0	72	0	60	50	50	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
1049	2	25	"Data\Item\"	"absolute_septer.bmd"	"Blessed Divine Scepter of Archangel"	1	6	8	0	200	0	66	1	4	331	341	0	0	0	45	0	170	0	175	75	16	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0
1050	2	26	"Data\Item\"	"Darkangel_Scepter.bmd"	"Darkangel Scepter"	14	6	1	0	160	0	66	1	4	223	233	0	0	0	40	0	100	0	114	114	23	0	0	0	600	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1051	2	27	"Data\Item\"	"HolyAngelSepter.bmd"	"Holyangel Scepter"	14	6	1	0	180	0	66	1	4	318	330	0	0	0	40	0	100	0	134	105	22	0	0	0	800	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1052	2	28	"Data\Item\"	"mace08.bmd"	"Elemental Runic Mace"	1	78	1	0	52	0	0	1	3	22	23	0	0	0	50	0	0	50	58	10	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1053	2	29	"Data\Item\"	"Elhaz_Mace.bmd"	"Elhaz Runic Mace"	1	78	1	0	90	0	0	1	3	55	59	0	0	0	50	0	0	85	103	32	17	27	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1054	2	30	"Data\Item\"	"Mace_17.bmd"	"Frost Runic Mace"	1	78	2	0	122	0	0	1	3	62	66	0	0	0	50	0	0	80	100	32	12	90	0	0	380	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0
1055	2	31	"Data\Item\"	"LightLord_Mace.bmd"	"Light Lord Runic Mace"	1	78	2	0	148	0	0	1	3	72	74	0	0	0	50	0	0	95	108	35	14	110	0	0	400	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0
1056	2	32	"Data\Item\"	"BloodAngel_Mace.bmd"	"Bloodangel Runic Mace"	14	78	1	0	150	0	0	1	3	95	101	0	0	0	50	0	0	100	122	42	14	129	0	0	400	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0
1057	2	33	"Data\Item\"	"DarkAngel_Mace.bmd"	"Darkangel Runic Mace"	14	78	1	0	160	0	0	1	3	125	131	0	0	0	50	0	0	100	136	42	14	129	0	0	600	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0
1058	2	34	"Data\Item\"	"Absolute_Mace.bmd"	"Divine Runic Mace of Archangel"	1	78	6	0	104	0	0	1	3	158	170	0	0	0	50	0	0	182	142	32	4	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0
1059	2	35	"Data\Item\"	"Bless_Absolute_Mace.bmd"	"Blessed Divine Runic Mace of Archangel"	1	78	8	0	200	0	0	1	3	158	170	0	0	0	50	0	0	182	160	28	4	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0
1060	2	36	"Data\Item\"	"seoulRoad_septer.bmd"	"Soul Scepter"	14	6	1	0	200	0	66	1	4	403	416	0	0	0	40	0	100	0	154	98	21	0	0	0	900	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1061	2	37	"Data\Item\"	"mace08.bmd"	"Elemental Runic Mace (Bound)"	1	78	5	0	52	0	0	1	3	22	23	0	0	0	50	0	0	50	47	50	50	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
1062	2	38	"Data\Item\"	"HolyAngel_Mace.bmd"	"Holyangel Runic Mace"	14	78	1	0	180	0	0	1	3	135	141	0	0	0	50	0	0	100	152	42	14	129	0	0	800	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0
1063	2	39	"Data\Item\"	"Soul_Mace.bmd"	"Soul Runic Mace"	14	78	1	0	200	0	0	1	3	145	151	0	0	0	50	0	0	100	174	39	13	120	0	0	900	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0
1064	2	40	"Data\Item\"	"Blue_eye_road_secpter.bmd"	"Blue Eye Scepter"	14	6	1	0	220	0	66	1	4	490	504	0	0	0	40	0	100	0	154	398	94	0	0	0	1000	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1065	2	41	"Data\Item\"	"mace5masterf.bmd"	"Blue Eye Runic Mace"	14	78	1	0	220	0	0	1	3	156	161	0	0	0	50	0	0	100	196	165	62	551	0	0	1000	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0
1536	3	0	"Data\Item\"	"spear01.bmd"	"Light Spear"	1	7	1	1	42	0	22	2	4	50	63	0	0	0	25	0	56	0	0	60	70	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1537	3	1	"Data\Item\"	"spear02.bmd"	"Spear"	1	7	1	1	23	0	0	2	4	30	41	0	0	0	30	0	42	0	0	70	50	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1538	3	2	"Data\Item\"	"spear03.bmd"	"Dragon Lance"	1	7	1	1	15	0	0	2	4	21	33	0	0	0	30	0	34	0	0	70	50	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1539	3	3	"Data\Item\"	"spear04.bmd"	"Giant Trident"	1	7	1	1	29	0	0	2	4	35	43	0	0	0	25	0	44	0	0	90	30	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1540	3	4	"Data\Item\"	"spear05.bmd"	"Serpent Spear"	1	7	1	1	46	0	20	2	4	58	80	0	0	0	20	0	58	0	0	90	30	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1541	3	5	"Data\Item\"	"spear06.bmd"	"Double Poleaxe"	1	7	1	1	13	0	0	2	4	19	31	0	0	0	30	0	38	0	0	70	50	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1542	3	6	"Data\Item\"	"spear07.bmd"	"Halberd"	1	7	1	1	19	0	0	2	4	25	35	0	0	0	30	0	40	0	0	70	50	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1543	3	7	"Data\Item\"	"spear08.bmd"	"Berdysh"	1	7	1	1	37	0	22	2	4	42	54	0	0	0	30	0	54	0	0	80	50	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1544	3	8	"Data\Item\"	"spear09.bmd"	"Great Scythe"	1	7	1	1	54	0	22	2	4	71	92	0	0	0	25	0	68	0	0	90	50	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1545	3	9	"Data\Item\"	"spear10.bmd"	"Bill of Balrog"	1	7	1	1	63	0	22	2	4	76	102	0	0	0	25	0	74	0	0	80	50	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1546	3	10	"Data\Item\"	"spear11.bmd"	"Dragon Spear"	1	7	1	1	92	0	22	2	4	112	140	0	0	0	35	0	85	0	0	170	60	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1547	3	11	"Data\Item\"	"gamble_scyder01.bmd"	"Beuroba"	1	7	1	1	147	0	22	2	4	190	226	0	0	0	40	0	90	0	0	152	25	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1548	3	12	"Data\Item\"	"MagmaSpear.bmd"	"Magmus Peer"	1	7	2	1	149	0	20	2	4	135	236	0	0	0	35	0	85	0	0	49	162	0	0	0	400	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0
1549	3	13	"Data\Item\"	"RapideLance.bmd"	"Lapid Lance"	1	7	1	0	15	0	20	1	4	32	41	0	0	0	40	0	34	0	0	65	77	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1550	3	14	"Data\Item\"	"ConmocionLance.bmd"	"Conmocion Lance"	1	7	1	0	65	0	20	1	4	65	72	0	0	0	40	0	58	0	0	100	120	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1551	3	15	"Data\Item\"	"PlumaLance.bmd"	"Pluma Lance"	1	7	1	0	85	0	20	1	4	86	93	0	0	0	40	0	74	0	0	110	130	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1552	3	16	"Data\Item\"	"VisLance.bmd"	"Vis Lance"	1	7	1	0	87	0	20	1	4	94	101	0	0	0	35	0	75	0	0	230	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1553	3	17	"Data\Item\"	"PrickleLance.bmd"	"Prickle Lance"	1	7	1	0	22	0	20	1	4	27	35	0	0	0	35	0	31	0	0	110	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1554	3	18	"Data\Item\"	"AlacranLance.bmd"	"Alacran Lance"	1	7	1	0	67	0	20	1	4	73	80	0	0	0	35	0	61	0	0	180	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1555	3	19	"Data\Item\"	"bloodangellance01.bmd"	"Bloodangel Lance"	14	7	1	0	150	0	20	1	4	134	145	0	0	0	40	0	100	0	0	70	50	0	0	0	400	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1557	3	21	"Data\Item\"	"PlumaLance.bmd"	"Pluma Lance (Bound)"	1	7	5	0	85	0	20	1	4	95	107	0	0	0	40	0	74	0	0	50	50	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
1558	3	22	"Data\Item\"	"GL380lanceA.bmd"	"Rectus Lance"	1	7	2	0	139	0	20	1	4	78	89	0	0	0	40	0	95	0	0	70	51	0	0	0	380	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0
1559	3	23	"Data\Item\"	"growlance400weapon.bmd"	"Russellite Lance"	1	7	2	0	149	0	20	1	4	99	110	0	0	0	40	0	95	0	0	74	55	0	0	0	400	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0
1560	3	24	"Data\Item\"	"Darkangel_Lance.bmd"	"Darkangel Lance"	14	7	1	0	160	0	20	1	4	150	160	0	0	0	40	0	100	0	0	70	50	0	0	0	600	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1561	3	25	"Data\Item\"	"HolyAngelLance.bmd"	"Holyangel Lance"	14	7	1	0	180	0	20	1	4	202	212	0	0	0	40	0	100	0	0	65	46	0	0	0	800	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1562	3	26	"Data\Item\"	"absolute_lance.bmd"	"Divine Lance of Archangel"	1	7	6	0	100	0	20	1	4	115	126	0	0	0	40	0	100	0	0	65	46	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0
1563	3	27	"Data\Item\"	"blessedabsolute_lance.bmd"	"Blessed Divine Lance of Archangel"	1	7	8	0	200	0	20	1	4	173	184	0	0	0	40	0	100	0	0	62	43	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0
1564	3	28	"Data\Item\"	"sd_soullance01_final.bmd"	"Soul Lance"	14	7	1	0	200	0	20	1	4	254	264	0	0	0	40	0	100	0	0	61	43	0	0	0	900	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
1565	3	29	"Data\Item\"	"hs_blueeyelance.bmd"	"Blue Eye Lance"	14	7	1	0	220	0	20	1	4	306	318	0	0	0	40	0	100	0	0	252	180	0	0	0	1000	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
2048	4	0	"Data\Item\"	"bow01.bmd"	"Short Bow"	1	8	1	0	2	0	24	1	3	3	5	0	0	0	30	0	20	0	0	20	80	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
2049	4	1	"Data\Item\"	"bow02.bmd"	"Bow"	1	8	1	0	8	0	24	1	3	9	13	0	0	0	30	0	24	0	0	30	90	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
2050	4	2	"Data\Item\"	"bow03.bmd"	"Elven Bow"	1	8	1	0	16	0	24	1	3	17	24	0	0	0	30	0	28	0	0	30	90	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
2051	4	3	"Data\Item\"	"bow04.bmd"	"Battle Bow"	1	8	1	0	26	0	24	1	3	28	37	0	0	0	30	0	36	0	0	30	90	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
2052	4	4	"Data\Item\"	"bow05.bmd"	"Tiger Bow"	1	8	1	0	40	0	24	1	4	42	52	0	0	0	30	0	43	0	0	30	100	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
2053	4	5	"Data\Item\"	"bow06.bmd"	"Silver Bow"	1	8	1	0	56	0	24	1	4	59	71	0	0	0	40	0	48	0	0	30	100	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
2054	4	6	"Data\Item\"	"bow07.bmd"	"Chaos Nature Bow"	1	8	7	0	75	0	24	1	4	88	106	0	0	0	35	0	68	0	0	40	150	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
2055	4	7	"Data\Item\"	"arrows01.bmd"	"Bolt"	1	11	0	0	0	1	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	255	0	0	0	0	0
2056	4	8	"Data\Item\"	"Crossbow01.bmd"	"Crossbow"	1	9	1	0	4	0	24	1	2	5	8	0	0	0	40	0	22	0	0	20	90	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
2057	4	9	"Data\Item\"	"Crossbow02.bmd"	"Golden Crossbow"	1	9	1	0	12	0	24	1	2	13	19	0	0	0	40	0	26	0	0	30	90	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
2058	4	10	"Data\Item\"	"Crossbow03.bmd"	"Arquebus"	1	9	1	0	20	0	24	1	2	22	30	0	0	0	40	0	31	0	0	30	90	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
2059	4	11	"Data\Item\"	"Crossbow04.bmd"	"Light Crossbow"	1	9	1	0	32	0	24	1	3	35	44	0	0	0	40	0	40	0	0	30	90	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
2060	4	12	"Data\Item\"	"Crossbow05.bmd"	"Serpent Crossbow"	1	9	1	0	48	0	24	1	3	50	61	0	0	0	40	0	45	0	0	30	100	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
2061	4	13	"Data\Item\"	"Crossbow06.bmd"	"Bluewing Crossbow"	1	9	1	0	68	0	24	1	3	68	82	0	0	0	40	0	56	0	0	40	110	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
2062	4	14	"Data\Item\"	"Crossbow07.bmd"	"Aquagold Crossbow"	1	9	1	0	72	0	24	1	3	78	92	0	0	0	30	0	60	0	0	50	130	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
2063	4	15	"Data\Item\"	"arrows02.bmd"	"Arrow"	1	10	0	0	0	1	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	255	0	0	0	0	0
2064	4	16	"Data\Item\"	"Crossbow17.bmd"	"Saint Crossbow"	1	9	1	0	84	0	24	1	4	102	127	0	0	0	35	0	72	0	0	50	160	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
